object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
a PC,The PC sits on the desk near the window.,a PC,hsi_5_0718_210_002_68_000_color.png,Laptop_b59db75f,Laptop_b59db75f,exact,single,hsi_5_0718_210_002,68
chair,The chair is used for reading.,"Yeah, yeah, yeah, yeah, because that's, that's my reading chair, actually, yeah.",hsi_6_0718_210_001_34_001_color.png,Chair_c6d435d0,Chair_c6d435d0,exact,single,hsi_6_0718_210_001,34
this wall,The statue is placed on this wall.,So I I think you should have it on this wall.,hsi_5_0718_209_003_44_001_color.png,Statue_7e71d98f,wall,exact,single,hsi_5_0718_209_003,44
table,The coffee table sits by the window.,"And that also opens up for the window and then this pss table, I just think maybe get rid of that big table.",hsi_4_0717_209_003_36_002_color.png,coffee table,coffee table,exact,single,hsi_4_0717_209_003,36
Another painting,The painting hangs on the wall over there.,"Another painting over there, it's also nice.",hsi_6_0718_210_001_14_000_color.png,Painting_0f25d3f4_2,Painting_0f25d3f4_2,exact,single,hsi_6_0718_210_001,14
the fireplace,The fireplace is built into the living room wall.,"the, the fireplace",hsi_6_0718_222_001_21_000_color.png,fireplace,fireplace,exact,single,hsi_6_0718_222_001,21
that table,The large coffee table is positioned prominently in the room.,"Uh I think that table is, uh, I mean, for that placement, it's really big.",hsi_7_0719_209_003_21_000_color.png,CoffeeTable_0f0649ce,CoffeeTable_0f0649ce,exact,single,hsi_7_0719_209_003,21
the table,The drawers stand close to the table.,"And we have to put up the painting a little bit higher, so it doesn't it's become too close to the table.",hsi_3_0715_227_004_65_002_color.png,Drawers,DiningTable_d80cf940,exact,single,hsi_3_0715_227_004,65
that lamp,The floor lamp stands in the living room.,"Ah, okay, thank God for that, because... uh... it would be really, really sad if that lamp got uh ff damaged in any way, so. Okay, so y- yes, I would like to to remove that, of course.",hsi_5_0718_209_002_60_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_5_0718_209_002,60
the flooring,The dresser stands on the gray flooring.,"Ah... I mean, I think in this case, you should decide because ah so the flooring is gray.",hsi_7_0719_209_003_12_000_color.png,Dresser_29dd319f,floor,exact,single,hsi_7_0719_209_003,12
paint,"The painting hangs above the furniture, creating a focal point.","Yeah, actually... actually it is. Eh it it it makes a really nice cont- contrast and I think it's really nice because it's the center of attention of this whole part here because I have the furniture here and then the paint on top. It's really nice I think it makes a focal area.",hsi_7_0719_209_001_45_003_color.png,Painting_0db0fb84,Painting_0db0fb84,exact,single,hsi_7_0719_209_001,45
the lamp,The floor lamp stands in the corner of the room.,"So one big, one middle and one small brush that you can use for the lamp.",hsi_3_0715_227_003_57_000_color.png,FloorLamp_014221fc,FloorLamp_014221fc,exact,single,hsi_3_0715_227_003,57
curtain,A curtain hangs over Window_4c44c73f.,even if you're alone it can be so I either use that frosting or create a curtain here where that's also handled by remote control to like a cinema curtain that goes,hsi_5_0718_211_003_46_002_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_5_0718_211_003,46
the couch,The sofa is in the living room.,"You didn't clean the couch very well, I'm sorry, but",hsi_3_0715_227_002_7_000_color.png,sofa,Sofa_8bd689dc,exact,single,hsi_3_0715_227_002,7
the big screen,The painting hangs where the big screen used to be.,"And this painting, you have to change it place with the big screen.",hsi_3_0715_210_011_67_002_color.png,painting,Television_01800a8c,exact,single,hsi_3_0715_210_011,67
the couch,The couch is positioned across from the television.,"And we should have, so, if you have the TV here, you should have the coach like, like there.",hsi_3_0715_227_004_19_001_color.png,television,Sofa_8bd689dc,exact,single,hsi_3_0715_227_004,19
that lamp,The floor lamp stands by the window.,because that lamp is eh f- from my grandmother and I....,hsi_5_0718_209_002_56_000_color.png,FloorLamp_4062327b,FloorLamp_4062327b,exact,single,hsi_5_0718_209_002,56
the keys,The keys hang by the entrance door.,"I mean, this is ah, the keys, of the apartment.",hsi_7_0719_227_002_53_000_color.png,KeyChain_350e8f40,KeyChain_350e8f40,exact,single,hsi_7_0719_227_002,53
the table,The chair fits well at the table with the computer and the painting next to it.,"It fits very well at the table with the computer and the, and the painting just next to it.",hsi_3_0715_209_008_23_001_color.png,Chair_204_2,Desk_204_1,exact,single,hsi_3_0715_209_008,23
an old antique carpet,An old antique rug lies on the floor.,"Yes eh and and eh, as you can see it's also it's it's like that eh jaguar eh and also that one and then it's eh like carpet it's a real carpet ah and eh what I mean by that is that it's eh an old antique carpet",hsi_5_0718_222_002_50_005_color.png,Rug,Rug,exact,single,hsi_5_0718_222_002,50
bear,The teddy bear sits on the couch.,"He's, he's, he just happens to be a stuffed, stuffed bear.",hsi_6_0718_211_001_11_001_color.png,teddy bear,Teddy_Bear_1,exact,single,hsi_6_0718_211_001,11
that box,The box sits with the statue still inside.,"Eh, so the statue was in that box, so I haven't removed it yet, so I forgot.",hsi_5_0718_227_001_13_001_color.png,Box_c423d56d_2,Box_c423d56d_2,exact,single,hsi_5_0718_227_001,13
the coach,The sofa needs cleaning.,So I would like to you to clean up here in the coach.,hsi_3_0715_227_002_22_000_color.png,sofa,Sofa_8bd689dc,exact,single,hsi_3_0715_227_002,22
the carpet,A red pillow lies on the carpet.,"I I w- I would use a little bit more, more color because in the carpet you have red so I would just give pops of red if you want.",hsi_7_0719_222_004_36_000_color.png,pillow,Rug,exact,single,hsi_7_0719_222_004,36
the sofa,The painting hangs above the sofa.,"that one that you put, uh, next to that one and the sofa underneath but where do we put, uh, could you think of, uh, getting another lamp because that takes a lot of space actually",hsi_5_0718_211_003_52_002_color.png,painting,Sofa_b5c02446,exact,single,hsi_5_0718_211_003,52
the TV,The TV is mounted on the wall above the fireplace.,And how about the TV?,hsi_4_0717_209_002_47_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_4_0717_209_002,47
this credit card,The credit card lies on the kitchen counter.,What's this credit card doing here?,hsi_4_0717_227_003_24_000_color.png,CreditCard_c655b727,CreditCard_c655b727,exact,single,hsi_4_0717_227_003,24
that light,The floor lamp stands by the desk.,Well then I'll just have to turn that light off.,hsi_4_0717_211_001_72_000_color.png,FloorLamp_75348c2c,FloorLamp_75348c2c,exact,single,hsi_4_0717_211_001,72
it's a plasma,The plasma television is mounted on the wall.,"It's a, no and it's a plasma.",hsi_5_0718_222_002_81_001_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_002,81
a couch,A sofa is placed in the room.,"well, there's a couch and a",hsi_4_0717_209_003_12_001_color.png,sofa,sofa,exact,single,hsi_4_0717_209_003,12
this space,The sofa is positioned in the middle of the room.,I think that would open up this space.,hsi_4_0717_209_003_16_001_color.png,sofa,room,exact,single,hsi_4_0717_209_003,16
the laptop,The laptop rests on the main desk.,"Ah, yeah, I should maybe purchase a auxiliary table for the laptop.",hsi_7_0719_210_001_40_000_color.png,Laptop_b59db75f,Laptop_b59db75f,exact,single,hsi_7_0719_210_001,40
the TV,A house plant sits by the TV and another in the window.,By the TV and also one in the window.,hsi_4_0717_211_002_50_000_color.png,house plant,Television_f5fb6360,exact,single,hsi_4_0717_211_002,50
a desk,The desk is placed in the beautiful room.,"Yes, and and now you have [spn] like the the the desk there. Why why do you have a desk in this beautiful room? And and why do you have the sofa?",hsi_5_0718_209_003_4_001_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_5_0718_209_003,4
The bureau,The dresser stands near the couch.,"The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_000_color.png,dresser,dresser,exact,single,hsi_4_0717_209_003,35
the windows,The house plant sits next to the east-facing windows.,"So I would just put them really, really next to the windows and where the sun comes because you're not facing south here, you're facing east.",hsi_7_0719_227_003_66_001_color.png,house plant,Windows,exact,single,hsi_7_0719_227_003,66
that book,The book sits right there.,It's actually that book right there.,hsi_6_0718_209_001_125_000_color.png,Book_7e290dff,Book_7e290dff,exact,single,hsi_6_0718_209_001,125
the table,The table stands near the furniture.,"Eh no, the tables, the table and the and the furniture there.",hsi_7_0719_209_003_15_001_color.png,tables,CoffeeTable_0f0649ce,exact,single,hsi_7_0719_209_003,15
the sofa,The sofa sits near the fireplace.,"safe so you can see if something... and of course, eh wh- what I think would be nice is that [smack] because you you have that fireplace there and and do does it work? It does! Because then I think you should [smack] maybe if we could get rid of the sofa and the armchair and get something that was...",hsi_5_0718_209_003_10_003_color.png,Sofa_dcb895fb,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,10
mat,The Persian rug lies on the floor.,"Actually, [laugh], you know, this is Persian eh mat, but it's not from Iran.",hsi_3_0715_210_010_5_001_color.png,rug,Rug,exact,single,hsi_3_0715_210_010,5
statue,The white fertility statue stands prominently in the room.,"But I think that statue there, the white one, the lady.",hsi_7_0719_227_002_100_000_color.png,FertilityStatue_dcd19fe9,FertilityStatue_dcd19fe9,exact,single,hsi_7_0719_227_002,100
the painting,The painting hangs on the living room wall.,You cleaned the painting.,hsi_7_0719_211_004_23_000_color.png,Painting_5ebe949b,Painting_5ebe949b,exact,single,hsi_7_0719_211_004,23
